DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	REGION	CHR_ID	CHR_POS	REPORTED.GENE.S.	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST.SNP.RISK.ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK.ALLELE.FREQUENCY	P.VALUE	PVALUE_MLOG	P.VALUE..TEXT.	OR.or.BETA	X95..CI..TEXT.	PLATFORM..SNPS.PASSING.QC.	CNV
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	1q31.3	1	197758512	DENND1B	AL365258.1, DENND1B			ENSG00000224901, ENSG00000213047	NA	NA	rs1998598-G	rs1998598	0	1998598	intron_variant	0	0.302	9e-09	8.04575749056067		1.04	[1.00-1.09]	Affymetrix, Illumina [953241] (imputed)	N
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	10p11.21	10	35246767	CREM	RNU6-794P - CCNY	ENSG00000253070	ENSG00000108100		15373	258	rs12242110-G	rs12242110	0	12242110	intergenic_variant	1	0.315	1e-09	9		1.15	[1.10-1.20]	Affymetrix, Illumina [953241] (imputed)	N
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	3p21.31	3	49684099	MST1, GPX1, BSN	MST1			ENSG00000173531	NA	NA	rs3197999-A	rs3197999	0	3197999	missense_variant	0	0.297	6e-17	16.2218487496164		1.22	[1.16-1.27]	Affymetrix, Illumina [953241] (imputed)	N
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	1q23.3	1	160860478	CD244, ITLN1	CD244			ENSG00000122223	NA	NA	rs4656940-A	rs4656940	0	4656940	intron_variant	0	0.801	6e-07	6.22184874961636		1.15	[1.09-1.21]	Affymetrix, Illumina [953241] (imputed)	N
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	22q13.1	22	39263768	MAP3K7IP1	AL031590.1			ENSG00000284633	NA	NA	rs2413583-C	rs2413583	0	2413583	intron_variant	0	0.83	1e-26	26		1.23	[1.17-1.29]	Affymetrix, Illumina [953241] (imputed)	N
2012-10-19	21102463	Franke A	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry trios	6p21.33	6	31574531	HLA-DQA2, LTA, TNF, LST1, LTB	LTA - TNF	ENSG00000226275	ENSG00000228321		207	1034	rs1799964-C	rs1799964	0	1799964	regulatory_region_variant	1	0.209	4e-11	10.397940008672		1.19	[1.13-1.25]	Affymetrix, Illumina [953241] (imputed)	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	4q34.3	4	179363660	intergenic	AC018710.1 - AC020551.1	ENSG00000250839	ENSG00000250993		294066	25474	rs6811556-A	rs6811556	0	6811556	intergenic_variant	1	NR	9e-06	5.04575749056067	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	5q21.3	5	108498546	intergenic	AC008462.1 - AC133134.1	ENSG00000286503	ENSG00000244245		80530	95063	rs4571457-G	rs4571457	0	4571457	intergenic_variant	1	NR	7e-06	5.15490195998574	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	6p21.33	6	30831622	IER3, GTF2H4, FLOT1, VARS2, MIR588, DDR1	LINC00243 - LINC02570	ENSG00000214894	ENSG00000225888		963	7904	rs9501030-A	rs9501030	0	9501030	intergenic_variant	1	NR	4e-06	5.39794000867204	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	7p21.1	7	18760790	HDAC9	HDAC9			ENSG00000048052	NA	NA	rs11764116-A	rs11764116	0	11764116	intron_variant	0	NR	2e-06	5.69897000433602	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	7q21.11	7	82228577	CACNA2D1	CACNA2D1			ENSG00000153956	NA	NA	rs929351-C	rs929351	0	929351	intron_variant	0	NR	8e-06	5.09691001300806	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	13q31.1	13	78976799	intergenic	CCT5P2 - NIPA2P5	ENSG00000230584	ENSG00000236277		66257	113984	rs7319358-A	rs7319358	0	7319358	regulatory_region_variant	1	NR	3e-06	5.52287874528034	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	20q11.21	20	33130847	C20orf71, C20orf70	BPIFB4 - BPIFA2	ENSG00000186191	ENSG00000131050		19096	30921	rs6059101-A	rs6059101	0	6059101	regulatory_region_variant	1	NR	4e-06	5.39794000867204	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	14q12	14	28663671	intergenic	LINC02300 - BTF3P2	ENSG00000258175	ENSG00000258282		50048	9570	rs1956388-A	rs1956388	0	1956388	intergenic_variant	1	NR	2e-06	5.69897000433602	(Analysis II)	NA		Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	6p21.32	6	32111790	MHC	TNXB, TNXB, TNXB, TNXB, TNXB, TNXB, AL662884.2, AL662884.5			ENSG00000168477, ENSG00000206258, ENSG00000229353, ENSG00000229341, ENSG00000233323, ENSG00000236221, ENSG00000284829, ENSG00000286974	NA	NA	rs17207986-G	rs17207986	0	17207986	non_coding_transcript_exon_variant	0	NR	1e-16	16	(Analysis III)	3.95	[NR]	Illumina [313720]	N
2013-08-20	20848476	Haritunians T	2010-11-01	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/20848476	Genetic predictors of medically refractory ulcerative colitis.	Ulcerative colitis	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls	NA	9q32	9	114842790	TNFSF15	TNFSF15 - AL133412.1	ENSG00000181634	ENSG00000229817		36751	2804	rs11554257-G	rs11554257	0	11554257	intergenic_variant	1	NR	1e-06	6	(Analysis III)	1.82	[NR]	Illumina [313720]	N
2013-11-15	23708190	Hu Z	2013-05-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23708190	A genome-wide association study identifies two risk loci for congenital heart malformations in Han Chinese populations.	Congenital heart malformation	945 Han Chinese ancestry cases, 1,246 Han Chinese ancestry controls	2,160 Han Chinese ancestry cases, 3,866 Han Chinese ancestry controls	1p12	1	118360355	TBX15, SPAG17	RNA5SP56 - PSMC1P12	ENSG00000222209	ENSG00000226126		95866	253978	rs2474937-C	rs2474937	0	2474937	intergenic_variant	1	0.08	8e-10	9.09691001300806		1.4	[1.26-1.56]	Illumina [708275]	N
2013-11-15	23708190	Hu Z	2013-05-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23708190	A genome-wide association study identifies two risk loci for congenital heart malformations in Han Chinese populations.	Congenital heart malformation	945 Han Chinese ancestry cases, 1,246 Han Chinese ancestry controls	2,160 Han Chinese ancestry cases, 3,866 Han Chinese ancestry controls	4q31.1	4	139874173	MAML3	MAML3			ENSG00000196782	NA	NA	rs1531070-A	rs1531070	0	1531070	intron_variant	0	0.11	5e-12	11.301029995664		1.4	[1.27-1.54]	Illumina [708275]	N
2011-01-03	21037115	Wan ES	2010-10-29	Am J Respir Cell Mol Biol	www.ncbi.nlm.nih.gov/pubmed/21037115	Genome-wide association analysis of body mass in chronic obstructive pulmonary disease.	Body mass in chronic obstructive pulmonary disease	2,950 European ancestry cases	502 European ancestry cases	16q12.2	16	53782363	FTO	FTO			ENSG00000140718	NA	NA	rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.39	4e-08	7.39794000867204	(BMI)	NA		Illumina [~ 550000]	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	3q22.1	3	133775510	TF	TF			ENSG00000091513	NA	NA	rs1049296-T	rs1049296	0	1049296	missense_variant	0	0.17	5e-43	42.301029995664	(CDT percent)	0.29	[0.25-0.33] unit decrease	Affymetrix [390631] (imputed)	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	3q22.1	3	133756968	TF	TF			ENSG00000091513	NA	NA	rs1799899-A	rs1799899	0	1799899	missense_variant	0	0.06	1e-09	9	(CDT concentration)	0.402	[0.27-0.53] unit decrease	Affymetrix [390631] (imputed)	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	3q22.1	3	133818223	SRPRB	SRPRB			ENSG00000144867	NA	NA	rs1534166-A	rs1534166	0	1534166	intron_variant	0	0.30	2e-17	16.698970004336	(CDT concentration)	0.289	[0.22-0.36] unit decrease	Affymetrix [390631] (imputed)	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	3q22.1	3	133765185	TF	TF			ENSG00000091513	NA	NA	rs3811647-A	rs3811647	0	3811647	intron_variant	0	0.32	1e-35	35	(Total transferrin)	0.358	[0.30-0.42] unit increase	Affymetrix [390631] (imputed)	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	6p22.2	6	26092913	HFE	HFE			ENSG00000010704	NA	NA	rs1800562-A	rs1800562	0	1800562	missense_variant	0	0.045	2e-32	31.698970004336	(Total transferrin)	0.629	[0.53-0.73] unit decrease	Affymetrix [390631] (imputed)	N
2011-07-07	21665994	Kutalik Z	2011-06-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21665994	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption (transferrin glycosylation)	5,181 European ancestry individuals	2,284 European ancestry individauls	1p31.3	1	63661797	PGM1	PGM1 - ROR1	ENSG00000079739	ENSG00000185483		1552	112220	rs2749097-G	rs2749097	0	2749097	regulatory_region_variant	1	0.19	2e-09	8.69897000433602	(CDT percent)	0.12	[0.08-0.16] unit decrease	Affymetrix [390631] (imputed)	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	6p12.3	6	51020055	intergenic	FTH1P5 - AL158050.2	ENSG00000230204	ENSG00000270306		106799	365227	rs190759-?	rs190759	0	190759	intergenic_variant	1	0.18	5e-06	5.30102999566398	(Additive)	1.11	[1.06-1.16]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q24.32	12	127308069	intergenic	LINC02376 - AC073913.1	ENSG00000256292	ENSG00000256496		23741	9640	rs1823172-?	rs1823172	0	1823172	intergenic_variant	1	0.08	5e-07	6.30102999566398	(Additive)	1.17	[1.10-1.25]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	15q25.1	15	78633676	CHRNB4	CHRNB4			ENSG00000117971	NA	NA	rs950776-?	rs950776	0	950776	intron_variant	0	0.68	4e-07	6.39794000867204	(Additive)	1.09	[1.06-1.13]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	17q23.2	17	62701571	intergenic	AC005821.1, MARCH10			ENSG00000265702, ENSG00000173838	NA	NA	rs2251393-?	rs2251393	0	2251393	3_prime_UTR_variant	0	0.15	4e-07	6.39794000867204	(Additive)	1.13	[1.08-1.18]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	20q13.33	20	61668355	CDH4	CDH4			ENSG00000179242	NA	NA	rs944260-?	rs944260	0	944260	intron_variant	0	0.24	2e-06	5.69897000433602	(Additive)	1.1	[1.06-1.14]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q22	12	92496744	PLEKHG7	LINC02397 - AC063949.1	ENSG00000205056	ENSG00000258262		4653	33716	rs10219495-?	rs10219495	0	10219495	intergenic_variant	1	0.10	5e-06	5.30102999566398	(Additive)	1.14	[1.08-1.21]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q21.33	12	91586597	DCN	AC090016.1 - AC126175.1	ENSG00000286049	ENSG00000274647		159661	46315	rs10777317-?	rs10777317	0	10777317	intergenic_variant	1	0.60	5e-06	5.30102999566398	(Dominant)	1.12	[1.07-1.18]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	14q32.2	14	100159565	DEGS2	DEGS2			ENSG00000168350	NA	NA	rs7157599-?	rs7157599	0	7157599	missense_variant	0	0.31	1e-07	7	(Dominant)	1.13	[1.08-1.19]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	8q11.21	8	48899642	EFCAB1	AC100805.1 - AC013701.1	ENSG00000286878	ENSG00000233109		75580	14274	rs12155623-?	rs12155623	0	12155623	regulatory_region_variant	1	0.57	3e-07	6.52287874528034	(Dominant)	1.14	[1.09-1.20]	Affymetrix [319222]	N
2011-07-20	21658281	Aouizerat BE	2011-06-10	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	3q23	3	140456518	CLSTN2	AC010181.1, CLSTN2			ENSG00000249290, ENSG00000158258	NA	NA	rs11708189-?	rs11708189	0	11708189	intron_variant	0	0.65	2e-06	5.69897000433602	(Dominant)	1.12	[1.07-1.18]	Affymetrix [319222]	N
